id,job_label,tokenized_sentences,sector_label
34110.LEG.01.005,Legal Support,"['A Knowledge Manager develops, implements and maintains knowledge and information management systems and processes.', 'Responsibilities include organising and managing the creation, acquisition and reuse of workplace knowledge and information.', 'The individual sets up and maintains libraries of references, precedents and templates, both online and offline, and advises senior management on legal knowledge and information management systems, staying up to date on the latest trends and developments.', 'The individual also facilitates training in the use of knowledge and information systems, and identifies and addresses gaps in information literacy.', 'Develop, implement and maintain knowledge and information management processes and systems in legal service environments.', 'Facilitate training in the correct usage of knowledge and information management systems.', 'Identify and address gaps in information literacy at the workplace.', 'Keep updated on and advise senior management on the developments in legal knowledge and information management systems.', 'Organise and maintain the creation, acquisition and reuse of workplace knowledge and information in the form of knowledge management and information management policies and processes.', 'Set up and maintain physical and online libraries of references, precedents and templates.']",Legal
33499.LEG.01.003,Legal Support,"[""An Office Administrator manages a law firm's administrative operations, in areas such as finance, human resources and procurement, and reviews and maintains the standard operating procedures for such areas."", 'The individual is required to work with internal and external specialists across functions such as human resources, finance, IT and compliance.', 'This role demands effective management of competing demands on time and resources.', 'Assist with corporate secretarial requirements/duties.', 'Document and maintain standard operating procedures.', 'Manage human resource matters for department or firm.', 'Perform basic legal research.', 'Prepare budget for department or firm operations.', 'Prepare financial reports.']",Legal
34110.LEG.02.005,Legal Support,"['A Legal Project Manager develops, implements and maintains project management processes and systems, and undertakes business process re-engineering in legal services environments, as part of the legal operations team in a law firm or legal department.', 'This individual should have specialist project management knowledge and skills, to work closely with legal professionals with advisory or advocacy responsibilities and ensure that legal matters are resourced and progressed in a timely fashion, and costed accurately and sustainably.', 'The Manager has advisory and supervisory duties that require significant monitoring, reporting, planning and coordination, and should be proactive in reviewing project management processes, systems and policies, in pursuit of continuous improvement.', 'Analyse current legal operations within the firm or department and redesign key processes to improve their effectiveness having regard to changes in strategic plans, macroeconomic circumstances and disruptive technologies.', 'Apply project management concepts in legal service environments.', 'Develop, implement and maintain legal project management systems and processes to ensure consistently high quality client services and work products, delivered efficiently and cost-effectively.', 'Review and improve the management of legal cases and matters having regard to issues of scope, cost, time, quality, documentation, administration and risk management.']",Legal
34110.LEG.03.004,Legal Support,"[""A Legal Research Associate's role in a law firm is operational, with substantive legal aspects requiring the individual to receive and carry out instructions from senior professionals."", 'This could include research on moderately complex points of law.', 'The job scope includes problem-solving and legal analysis on routinely encountered circumstances and requires familiarity with established legal procedures, formats and systems.', 'The individual should exercise good judgment in developing new guidelines or adapt existing ones to address non-routine work issues.', 'Appreciate legal system and professional responsibilities.', 'Conduct legal research, investigate facts and check documents.', 'Develop and maintain standard operating procedures.', 'Manage workplace legal technologies.', 'Undertake legal operations relating to criminal and civil litigation; corporate/commercial transactions; and a range of private client work.']",Legal
41201.LEG.02.002,Legal Support,"[""A Legal Secretary provides support in law firms, legal departments and the justice system, such as in courts or at the Attorney-General's Chambers."", 'The work may be generic or specialised, primarily administrative and sometimes operational, and involve multi-tasking and managing instructions from multiple sources.', 'The individual must be proficient in legal technologies, such as practice management systems, and office productivity tools, such as word processing, presentation and database software.', 'Effective organisational and multi-tasking skills, and meticulous attention to detail, are a must.', 'Draft meeting minutes.', 'Explain and perform key administrative processes and procedures.', 'Identify and use key legal terminology and standard forms and precedents.', 'Maintain information management processes.', 'Perform common risk management and compliance procedures.', 'Prepare business correspondence and legal documents.', 'Use feedback and reflection for professional improvement.']",Legal
41201.LEG.03.002,Legal Support,"[""A Legal Secretary provides support in law firms, legal departments and the justice system, such as in courts or at the Attorney-General's Chambers."", 'To specialise in Community/Public Interest Practice, the individual must be familiar with the terminology and practices of areas of work, such as civil and criminal litigation practice, conveyancing law practice or family law practice.', 'The work may be generic or specialised, primarily administrative and sometimes operational, and involve multitasking and managing instructions from multiple sources.', 'The individual must be proficient in legal technologies, such as practice management systems, and office productivity tools, such as word processing, presentation and database software.', 'Effective organisational and multitasking skills, as well as meticulous attention to detail, are a must.', 'Draft meeting minutes.', 'Explain and perform key administrative processes and procedures in areas of Community/Public Interest Practice.', 'Identify and use key legal terminology and standard forms and precedents in areas of Community/ Public Interest Practice.', 'Maintain information management processes.', 'Perform common risk management and compliance procedures.', 'Prepare business correspondence and legal documents.', 'Use feedback and reflection for professional improvement.']",Legal
41201.LEG.04.002,Legal Support,"[""A Legal Secretary provides support in law firms, legal departments and the justice system, such as in courts or at the Attorney-General's Chambers."", 'To specialise in Corporate/Commercial Practice, the individual must be familiar with the terminology and practices of areas of work, such as commercial litigation practice and corporate/commercial transactions.', 'The work may be generic or specialised, primarily administrative and sometimes operational, and involve multi-tasking and managing instructions from multiple sources.', 'The individual must be proficient in legal technologies, such as practice management systems, and office productivity tools, such as word processing, presentation and database software.', 'Effective organisational and multi-tasking skills, as well as meticulous attention to detail, are a must.', 'Draft meeting minutes.', 'Explain and perform key administrative processes and procedures in areas of Corporate/Commercial Practice.', 'Identify and use key legal terminology and standard forms and precedents in areas of Corporate/Commercial Practice.', 'Maintain information management processes.', 'Perform common risk management and compliance procedures.', 'Prepare business correspondence and legal documents.', 'Use feedback and reflection for professional improvement.']",Legal
13499.LEG.04.005,Legal Support,"['A Legal Technologist develops, implements and maintains information management processes and systems to facilitate and undertake e-discovery, and provide litigation support in legal services environments.', 'Responsibilities include staying up to date on trends and developments in legal technology, and recommending adoption of new technologies to improve productivity, ensure regulatory compliance and facilitate technology-based best practices.', 'The individual also carries out advisory and supervisory duties, with a significant amount of monitoring, reporting, planning and coordination, and reviews and improves legal technology processes, systems and policies.', 'Develop, implement and maintain information management processes and systems.', 'Facilitate and undertake Electronic Discovery.', 'Facilitate evidence-based decision-making in legal services environments.', 'Provide litigation support in legal services environments.', 'Use data analytics tools relevant to legal services environments.']",Legal
34110.LEG.04.004,Legal Support,"['A Paralegal specialising in Community/Public Interest Practice is legally trained and familiar with legal procedures, formats and systems relating to community and public interest law, such as family law practice and civil and criminal litigation.', ""The individual performs the administrative and routine aspects of a lawyer's duties, such as taking instructions from clients, drafting standard documents and conducting moderately complex legal research."", 'This role requires legal knowledge in community and public interest law, and skills in problem-solving and analysis in legal operations.', 'A paralegal cannot practise law or advise clients.', 'The individual typically assists senior legal professionals, taking and executing instructions from them.', 'Appreciate legal system and professional responsibilities.', 'Conduct legal research, investigate facts and check documents.', 'Develop and maintain standard operating procedures.', 'Manage workplace legal technologies.', 'Undertake legal operations relating to criminal litigation and family law practice and a range of private client work, facilitate legal discussions and client interviews.', 'Undertake litigation support functions.']",Legal
34110.LEG.05.004,Legal Support,"['A Paralegal specialising in Corporate/Commercial Practice is legally trained and familiar with legal procedures, formats and systems, particularly in areas of corporate/commercial law, such as real estate, corporate, commercial and intellectual property transactions, corporate secretarial requirements and commercial litigation.', ""Responsibilities include the administrative and routine aspects of a lawyer's duties, such as taking instructions from clients, drafting standard documents and conducting moderately complex legal research."", 'Tasks undertaken by paralegals require legal knowledge in the respective practice area and skills in problem-solving and analysis in legal operations.', 'The individual cannot practise law or advise clients, but typically assists senior legal professionals, taking and executing instructions from them.', 'Appreciate legal system and professional responsibilities.', 'Conduct legal research, investigate facts and check documents.', 'Develop and maintain standard operating procedures.', 'Manage workplace legal technologies.', 'Undertake legal operations relating to corporate/ commercial transactions and litigation and a range of corporate client work, facilitate legal discussions and client interviews.', 'Undertake litigation support functions.']",Legal
34110.LEG.06.004,Legal Support,"['A Paralegal is legally trained and familiar with legal procedures, formats and systems.', ""Responsibilities include performing the administrative and routine aspects of a lawyer's duties, such as taking instructions from clients, drafting standard documents and conducting moderately complex legal research."", 'The individual handles tasks that require problem-solving and analysis in legal operations.', 'A paralegal cannot practise law or advise clients.', 'The individual typically assists senior legal professionals, taking and executing instructions from them.', 'Appreciate legal system and professional responsibilities.', 'Conduct legal research, investigate facts and check documents.', 'Develop and maintain standard operating procedures.', 'Manage workplace legal technologies.', 'Undertake legal operations relating to criminal and civil litigation; corporate/commercial transactions; and a range of private client work, facilitate legal discussions and client interviews.', 'Undertake litigation support functions.']",Legal
34110.LEG.07.005,Legal Support,"['A Practice Manager oversees administrative operations to help ensure a law firm operates successfully as a legal services business.', 'Responsibilities include managing day-to-day human resource matters, procurement and financial planning.', 'This individual also develops, implements and maintains policies governing such matters.', 'The Manager has advisory and supervisory duties that require significant monitoring, reporting, planning and coordination, and should be proactive in reviewing practice management processes, systems and policies, in pursuit of continuous improvement.', 'Establish and administer human resources processes and systems for recruitment, training, remuneration etc.', 'Establish and manage processes and systems for administrative and financial operations of firm or department.', 'Identify and manage appropriate external service providers to support resource needs of the law firm.', 'Manage resource planning, including budgeting in accordance with budget planning protocols.', 'Manage resources within allocated budget.']",Legal
41201.LEG.05.003,Legal Support,"[""A Senior Legal Secretary's role is operational and relates to the administrative functions of a law firm."", 'Responsibilities include maintaining and documenting standard operating procedures, improving workplace processes and policies, and assisting with corporate secretarial duties.', 'The individual uses workplace productivity tools and is involved in supervisory, planning, coordination and office management duties.', 'The work includes managing multiple teams and projects, calling for the individual to coordinate tasks on various matters, resolve conflict, provide feedback and mentorship, review performance and communicate in challenging situations.', 'The individual also performs basic legal research and supports compliance with regulatory obligations.', 'In addition, the individual is required to analyse and resolve operational issues, work independently and make recommendations to address complex administrative matters.', 'Communicate in challenging situations.', 'Document and maintain standard operating procedures.', 'Manage multiple teams and projects.', 'Perform basic legal research and facilitate compliance with regulatory obligations.', 'Resolve workplace conflict, provide feedback and mentorship and review performance.']",Legal
34110.LEG.08.005,Legal Support,"['A Senior Paralegal (Family Practice) is legally trained and familiar with legal procedures, formats and systems relating to Family Practice.', 'The individual is well-versed in legal procedures relating to divorce and the variation or enforcement of court orders on ancillary matters in divorce.', ""The individual performs some of a lawyer's duties in family law practice, but cannot practise law or advise clients."", 'Responsibilities include managing assigned case files for non-contentious matters by conducting client interviews and taking instructions, drafting correspondences and legal documents, and facilitating negotiation towards settlement.', 'The individual undertakes dispute mediation to facilitate out-of-court settlements and assists in contentious matters by undertaking discovery, scheduling court hearings, and preparing and filing court documents.', 'The job scope also includes facilitating evidence-based decision-making, performing conflict management and negotiation, undertaking complex legal operational work using data analytics tools, and supervising and developing teams.', 'This role requires skilled monitoring, reporting, planning and coordination abilities, combined with strategic thinking to recommend appropriate resolution of non-routine and problem-based challenges to senior management.', 'Assist in contentious matters by undertaking duties like discovery, scheduling of court hearings, preparation and filing of court documents.', 'Facilitate evidence-based decision-making.', 'Manage assigned case files for non-contentious matters by conducting client interviews.', 'Manage, foster and motivate effective and engaged teams.', 'Masters procedural aspects of legal matters relating to divorce, variation or enforcement of Court orders on ancillary matters in divorce.', 'Perform conflict management and negotiation in legal service environments.', 'Take instructions, draft correspondence and legal documents and facilitate negotiation towards settlement.', 'Undertake mediation of disputes to facilitate out-of-court settlements.', 'Use data analytic tools relevant to legal service environments.']",Legal
34110.LEG.09.005,Legal Support,"['A Senior Paralegal is legally trained and familiar with legal procedures, formats and systems.', ""The individual performs some of a lawyer's duties, such as taking instructions from clients, drafting documents and conducting legal research, but cannot practise law or advise clients."", 'Other responsibilities include facilitating evidence-based decision-making, performing conflict management and negotiation, undertaking complex legal operational work using data analytics tools, and supervising and developing teams.', 'This role requires skilled monitoring, reporting, planning and coordination abilities, combined with strategic thinking to recommend appropriate resolution of non-routine and problem-based challenges to senior management.', 'Facilitate evidence-based decision-making.', 'Manage, foster and motivate effective and engaged teams.', 'Perform conflict management and negotiation in legal service environments.', 'Take instructions from clients, draft documents and conduct legal research.', 'Undertake complex legal operational work.', 'Undertake legal project management.', 'Use data analytic tools relevant to legal service environments.']",Legal
34110.LEG.10.005,Legal Support,"['A Senior Paralegal is legally trained and familiar with legal procedures, formats and systems relating to Intellectual Property (IP) Practice.', ""The individual performs some of a lawyer's duties in IP practice, but cannot practise law or advise clients."", 'Responsibilities include undertaking complex legal operational work in IP law practice areas, such as drafting, revising, formalising and filing IP application forms, and assisting in preparing documents for IP-related adjudication, arbitration, mediation and negotiation.', 'The individual conducts investigations and legal research on IP-related laws to help lawyers build their cases and supports IP acquisition processes.', 'Other responsibilities include facilitating evidence-based decision-making, performing conflict management and negotiation, undertaking complex legal operational work using data analytics tools, and supervising and developing teams.', 'This role requires skilled monitoring, reporting, planning and coordination abilities, combined with strategic thinking to recommend appropriate resolution of non-routine and problem-based challenges to senior management.', 'Assist in preparation of documentation for intellectual property related adjudication, arbitration, mediation and negotiations.', 'Conduct investigations and legal research on intellectual property related to laws to help lawyers build their case.', 'Draft, review, formalize and file intellectual property application forms.', 'Perform due diligence to support intellectual property acquisition processes.']",Legal
21322.LSP.01.001,Arboriculture,"['Passionate about tree protection and conservation, an Arborist executes tree care management programmes for trees and palms.', 'The specialist, who enjoys nature and the great outdoors, inspects and assesses trees and their risk factors, prescribes remedies for ailing trees and prepares tree reports to facilitate management decision making.', 'An Arborist works beyond official hours to respond to tree emergency situations.', 'Assist in the preparation of a comprehensive Tree Assessment Report', 'Attend to urgent and emergency tree matters after working hours', 'Conduct tree inspection and prescribe remedies for tree health problems', 'Implement tree pruning and maintenance programme with term contractors and supervisors', 'Liaise with internal and external stakeholders on arboriculture matters', 'Supervise staff to ensure correct tree pruning and cutting methods are being applied']",Landscape
21312.LSP.01.001,Arboriculture,"['A Botanist taps into acquired knowledge of all plant life to help in field research and conservation studies.', 'This specialist classifies and categorises plant species, and presents findings at scientific conferences and in journals.', 'A Botanist has a keen interest in nature and the environment, and in applying scientific tools and methods, including various microscopes and colour chemicals, to identify cells.', 'A Botanist enjoys working alone or as part of a research team, in laboratories or greenhouses.', 'Conduct research in laboratories to increase scientific knowledge of plant species', 'Design and conduct experiments and tests to discover how plants grow under different conditions', 'Evaluate the effect of environmental and land use on plant mass', 'Examine plant species using specialised equipment and instruments', 'Identify, classify, record and monitor plant species', 'Write scientific papers and reports detailing research done and any new findings']",Landscape
52202.LSP.01.001,Nursery,"[""A Floral Designer selects flora and foliage for arrangements, and replicates bouquets in the organisation's product catalogue."", ""This individual also tailors designs to customers' requirements, and helps them select designs within price guidelines."", 'This creative, independent individual, with a flair for floral designing, works long hours and overtime during peak festive seasons.', 'Clean and maintain work areas, equipment, display cases and shelves', 'Display merchandise', 'Interact with customers and take flower orders', 'Order, receive and unpack merchandise', 'Pack, wrap, date and price completed arrangements', 'Trim materials and arrange bouquets or other items']",Landscape
21325.LSP.01.001,Nursery,"['A Floriculturist cultivates flowering and ornamental plants for gardens, the floral industry and export.', 'This individual studies, grows and cares for flowering plants, develops new varieties, manages their post-harvest treatment and the production of flower products.', 'A Floriculturist enjoys working with flowers, outdoors and under all weather conditions.', 'Assist with nursery operations', 'Grow and harvest commercial flowers for retail and export', 'Manage and maintain fields and controlled growing environments', 'Manage flower seeds and essential crops', 'Manage production of plant products', 'Monitor and regulate temperature and humidity of plant houses']",Landscape
61131.LSP.01.001,Nursery,"['A Flower Farm Worker prepares the land for seeding, transfers seedlings and ensures conditions are ideal for their growth.', 'This individual checks plants for quality and monitors watering systems to make sure flowers and seedlings on the farm thrive well.', 'This individual enjoys working with flowers, outdoors and under all weather conditions.', 'Identify and treat weeds, pests and diseases', 'Prepare land for crop production', 'Put into place and use watering and drainage systems', 'Put into place plant supports and protection', 'Record information about the growth of flowers', 'Shape and trim trees, shrubsï¿½and bushes']",Landscape
61133.LSP.01.001,"Parks, Reserves & Gardens","['A Landscape Worker nurtures the trees, shrubs, flowers and other plants in a designated area.', 'The work includes watering, weeding, basic pruning using hand and machine tools, and clearing horticultural waste such as tree trunks, plant parts and trimmings that accumulate after pruning and maintenance work.', 'This individual enjoys nurturing plants, working outdoors and under all weather conditions.', 'Clearing of horticulture waste', 'Comply with workplace safety and health regulations and policies', 'Take general care of plants which includes watering, weeding and pruning using hand tools for safety, aesthetics and plant health reasons']",Landscape
31421.LSP.01.001,"Turf, Sports Grounds & Greens","['A Horticultural Technician nurtures plants in schools, academic institutions, corporate and commercial settings.', 'The work could also be performed in greenhouses.', 'This individual operates equipment and machinery to facilitate daily work, keeps abreast of developments in horticulture, continuously updates skills and knowledge, and participates in horticultural projects and experiments.', 'A Horticultural Technician may transport and set up greenery for clients in offices and shopping malls.', 'A passion for nurturing plants, and a readiness to work outdoors and under all weather conditions, are required.', 'Examine plant specimens to determine the presence of diseases or other problems', 'Maintain and repair horticultural facilities, equipment and tools to ensure operational readiness', 'Prepare soil for seed planting', 'Provide advice and guidance to customers on proper plant care', 'Record environmental data from field samples of soil, air and water', 'Water and fertilise plants']",Landscape
31421.LSP.02.002,"Parks, Reserves & Gardens","['A Horticultural Manager manages a horticultural team to maintain the highest standards of landscape management and horticultural operations.', 'This individual performs and supports horticultural practices, which include sustainability and integrated pest management practices that encourage overall plant health and soil nutrition.', 'This team leader meets horticultural contract specifications, liaises with the relevant authorities and stakeholders, reviews feedback and addresses complaints on horticultural matters.', 'Attend site inspections, tender interviews and meetings', 'Attend to feedback and complaints concerning horticultural matters', 'Ensure horticultural contract specifications meet satisfaction', 'Liaise with relevant authorities and other stakeholders', 'Manage resources, which may include labour, time and equipment, to complete work within established budgets', 'Perform and support horticultural practices, including sustainability and integrated pest management practices, that encourage overall plant health and soil nutrition', 'Prepare horticulture and management reports']",Landscape
21322.LSP.02.001,"Parks, Reserves & Gardens","['A Horticulturist handles plant cultivation projects.', 'This individual helps the Horticulture Manager devise operational programmes for growing and maintaining plants.', 'The role involves liaising with the authorities, plant suppliers and clients; coordinating work orders with ground crew and preparing landscape maintenance reports.', 'Good knowledge of plant species, and the ability to work with designers to propose plant selection and sustainable designs for specified sites, are required.', 'Assist in the preparation of pests and diseases control programmes', 'Oversee and coordinate landscaping works', 'Plan and attend regular meetings with clients for projects', 'Prepare landscape proposals, maintenance schedules and reports', 'Prepare orders for various types of plants', 'Provide professional advice on the selection, ordering, planting and maintenance of trees, shrubs, groundcovers and turf grasses']",Landscape
34322.LSP.01.001,Landscape Design & Construction,"['A Landscape Designer develops landscape design concepts for a wide spectrum of sites including hotels, condominiums and tourist attractions.', 'This Designer creates design drawings based on client requirements and prepares cost estimates after a site analysis.', 'This Designer produces computer-generated visuals with Photoshop and AutoCad software.', 'This individual collaborates with the project and operation team, and external architects and surveyors, to implement landscape project works.', 'Maintain records of all project correspondences and reports for future reference', 'Perform site analysis including the assessment of current plants, soil conditions and lighting', ""Prepare landscape designs based on clients' requirements"", 'Prepare tender costing, evaluation and cost estimation for new landscape and maintenance works', 'Supervise the implementation of the landscape project works', 'Work together with architects, surveyors and engineers to ensure the landscape designs are sustainable']",Landscape
12192.LSP.01.001,Landscape Design & Construction,"['A Landscape Operations Manager supervises the whole process of creating a garden, and ensures that it is built and planted to specifications and within budget.', 'This individual understands and meets the needs of clients, and formulates a plan that explains the actions clearly.', 'The Manager sources suitable plants that can fit and blend into the landscape, and trains a team that will work on the plan.', ""Create landscape plans according to clients' requirements"", 'Ensure quality of landscaping is acceptable to clients', 'Manage all aspects of the project including planning daily work activities and scheduling work crews', 'Manage on-site workers and contractors working on the landscape project', 'Meet with clients to understand their landscaping requirements', 'Train workers on safety procedures when working with equipment and tools']",Landscape
31602.LSP.01.001,Landscape Design & Construction,"['A Landscape Operations Officer advises and guides clients on their landscape projects to ensure that they are carried out in accordance to client requirements.', 'This Officer reads and interprets site plans and drawings, assists the supervisor in ensuring landscaping project timelines are met, and operates vehicles or powered equipment, to perform landscaping beautification works.', 'This individual maintains and repairs tools and equipment, and works outdoors under all weather conditions.', 'Assist supervisor to manage the landscaping project timeline', 'Coordinate with suppliers, clients and contractors to deliver on project requirements', 'Prepare the site for landscape project implementation', 'Provide landscape advice and guidance to clients', 'Read and interpret site plans and drawings']",Landscape
61133.LSP.02.001,"Parks, Reserves & Gardens","['A Landscape Technician looks after trees, shrubs, flowers and other plants in a designated area.', 'This Technician waters, prunes, weeds and fertilises plants; and implements pest control measures.', 'This individual schedules landscaping work with minimum disruption to regular activities in the designated area, and performs basic maintenance on tools and motorised equipment used daily.', 'Good time-management skills and working outdoors under all weather conditions are required.', 'Comply with workplace safety and health regulations and policies', 'Performing basic maintenance on hand tools and equipment', 'Take general care of plants which include weeding, pruning for safety, aesthetics and plant health reasons as well as applying treatments to control pests and diseases']",Landscape
13101.LSP.01.001,Nursery,"['A Nursery Manager supervises nursery operations such as plant propagation, materials procurement and equipment maintenance; manages staff; and maintains workplace facilities and equipment.', 'This leader implements and drives process innovations for nursery operations and retail strategies.', 'This Manager responds promptly to potential problems or threats to the health of plants.', 'This individual ensures all plant growth documentation is maintained and guides management on the latest trends in consumer behaviours.', 'This Manager works closely with management, customers and nursery workers daily.', 'Develop marketing and promotional strategies', 'Maintain and evaluate records of activities and transactions', 'Manage nursery operations, plant health and the quality of stocks', 'Manage the implications of legislative requirements on industry management and work practices', 'Oversee the procurement and sales of plants, merchandise and services']",Landscape
31601.LSP.01.002,"Parks, Reserves & Gardens","['To manage an assigned park, a Parks Manager oversees a team that ensures horticultural standards are kept up, and park facilities and structures are well maintained and safe for park users.', 'This leader keeps abreast of park usage trends and recommends enhancements and upgrades to management.', 'This Manager interacts with park users, manages outreach programmes to create awareness of the park?\x99s amenities, and organises events and activities to improve the experience of park users.', 'Ensure the effective deployment of contractors undertaking park maintenance works', 'Manage outreach programmes to create greater public awareness of park amenities and programmes and organise events that enhance the experience of park users', 'Manage park operations to ensure a pleasant and safe experience for park users', 'Oversee park expansion and upgrading programmes to ensure timelines are met', 'Supervise park workers to ensure that all activities are performed safely and meet required objectives']",Landscape
31601.LSP.01.001,-,"['A Parks Supervisor manages nature park operations to ensure a pleasant experience for park visitors.', 'Besides  monitoring and assessing work performed by a team or contractors, this Supervisor sees to the appropriate display and arrangement of plants, maintains the beauty of the park landscape, detects safety risks and hazards within the area, and works to mitigate these risks.', 'This Supervisor ensures park maintenance tools and equipment are in good condition and carries out the park maintenance programme according to schedule and within quality standards.', 'Attend to and resolve major incidents occurring within the park', 'Manage and monitor security systems within the park', 'Manage and provide all logistics support for park events', 'Manage display of plants in the park', 'Supervise park workers in their daily tasks']",Landscape
21324.LSP.01.001,-,"['A Soil Scientist evaluates and interprets soils and soil-related data for production and to manage the health of the environment.', 'Within the landscape industry, this professional analyses the chemical, physical, biological and mineralogical composition of soils in relation to plant growth.', 'This individual conducts sustainability studies for a variety of land development use and provides vital information to related industries and policymakers.', 'This Scientist works outdoors, evaluates, reports on, and physically handles soil.', 'Conduct field work, including the collection of soil samples from a range of environments', 'Conduct laboratory analysis of soil samples', 'Investigate soil quality issues', 'Perform research on different soil systems and soil management techniques', 'Prepare soil research reports and make presentations on findings', 'Produce maps of soil types and their distributions', 'Provide advice on soil usage to practitioners and policy makers']",Landscape
61133.LSP.03.001,"Turf, Sports Grounds & Greens","['A Turf Manager supervises the construction and maintenance of turf resources, landscaped grounds, and other facilities in a golf course, such as the driving range, teeing area, putting green,  or sports field.', 'This professional protects the environmental health of a golf course or sports field, with programmes to reduce any negative impact on it.', 'Core duties include meeting the sporting needs of players, and seeing to the financial stability of the golf course or club.', 'A Turf Manager reports on the status of the grounds and maintenance resources to key stakeholders, including management and relevant sports associations.', 'Develop operational procedures for the management of sports turf facilities', 'Manage operational budgets for facility programmes', 'Manage the construction, renovation and maintenance of sports turf facilities', 'Manage the implications of legislative requirements on industry management and work practices', 'Prepare and submit routine operational reports for management and key stakeholder review']",Landscape
26351.SOC.01.001,Care and Programme,"['A Care Staff provides personal care assistance to clients in their daily living, performing tasks according to care plans developed by social service and healthcare professionals.', 'The individual conducts activities for clients to promote independence, good health, wellness and positive quality of life, and guides clients on personal and social skills, academics and work skills.', ""Other responsibilities include maintaining up-to-date records of clients' conditions and treatments, providing input to develop and review care plans, ensuring clients follow house rules, and recommending measures to mitigate risks to clients."", 'The individual should be a caring, patient and responsible professional while working in environments such as voluntary welfare organisations, communities and institutional settings.', 'Chaperone clients between their appointments and activities to ensure safe transfers', 'Conduct social, recreational and educational activities to promote independence, health, wellness, and quality of life', 'Ensure client behaviours are in compliance to house rules', 'Ensure equipment is maintained in a clean and working condition', 'Guide clients in the development of basic personal and social skills, simple academics or work skills', 'Identify areas of improvements in programmes, activities and trainings', 'Liaise with social service and/or healthcare professionals, volunteers, organisations and stakeholders to facilitate provision of care services for clients', ""Maintain up-to-date documentation of clients' conditions and care treatments"", 'Perform activities according to care plans', 'Perform daily client management', 'Perform daily handover to staff during changes in shifts', 'Perform housekeeping duties', 'Provide client perspectives and needs in development of care plans with professionals and other stakeholders', 'Provide clients with information on social support services available at other organisations', 'Provide input for the design of social, recreational and educational activities to promote independence, health, wellness, and quality of life', 'Provide input to operations review meetings', 'Provide inputs for development and review of care plans', 'Provide personal care assistance to clients in their daily living', 'Recommend measures to mitigate risk to clients', 'Respond to unusual or challenging behaviours of clients', 'Support social service and/or healthcare professionals in providing assistance to clients in managing their healthcare needs', 'Track quantity of inventory']",Social Service
33320.SOC.01.002,Care and Programme,"['A Programme Coordinator/Programme Executive coordinates and conducts programmes that suit the needs of clients.', 'The individual identifies areas of improvement in these programmes, implements quality control and compliance measures, and develops informational materials to distribute to clients and volunteers.', 'Other responsibilities include planning a manpower roster for each programme, guiding volunteers to conduct programme activities and coordinating with other organisations.', 'The Programme Coordinator/Executive also manages communications and feedback from stakeholders, and conducts outreach activities to other organisations and the community.', 'The individual should be a resourceful, proactive, responsible and client-centric professional while working in environments such as voluntary welfare organisations, communities and institutional settings.', 'Conduct needs assessment to support development of programmes based on client needs', 'Conduct outreach activities to target client group, other organisations and the community', 'Conduct programmes based on client needs', 'Coordinate with other organisations for the execution of programmes', 'Develop information materials for distribution to clients and volunteers', 'Guide volunteers in executing programme activities', 'Identify areas of improvements in programmes', 'Implement quality control and compliance procedures', 'Maintain daily records on progress of clients', 'Manage communications and feedback from stakeholders', 'Plan the manpower roster for programmes', 'Provide programme updates to supervisor', 'Support development of community outreach plan to other organisations and the community']",Social Service
13440.SOC.01.003,Care and Programme,"['A Programme Manager develops and oversees the implementation of programmes that suit the needs of clients.', 'Responsibilities include managing the risk and quality of programmes, monitoring expenses, reviewing informational materials to be distributed to clients and volunteers, determining volunteer needs, and guiding junior staff and volunteers in conducting programme activities.', 'The Programme Manager also collaborates with other organisations to develop programmes and community outreach plans to target client groups, external agencies, organisations and the community.', 'The individual should be a client-centric, resourceful, strategic and proactive professional who displays leadership and team management skills while working in environments such as voluntary welfare organisations, communities and institutional settings.', 'Collaborate with other organisations for the development of programmes', 'Determine volunteer needs and profile for programmes', 'Develop community outreach plans to target client group, other organisations and the community', 'Develop programmes to suit client needs', 'Guide junior staff and volunteers in executing programme activities', 'Manage communications and feedback from stakeholders and junior staff', 'Manage engagement and performance of the programme team', 'Manage programme risk, quality and compliance', 'Monitor programme expenses to ensure operations are within allocated budgets', 'Oversee programme quality control and compliance procedures', 'Review client records and progress for proper documentation', 'Review information materials for distribution to clients and volunteers', 'Review programmes to ensure relevance and effectiveness in meeting future needs of clients', 'Support professional development of the programme team']",Social Service
